timestamp,node_id,device_id,device_name,value,pin
2026-02-27 21:00:00,N1,S1,온도 센서,22.5,A0
2026-02-27 21:00:00,N1,S2,습도 센서,62.1,A1
2026-02-27 21:00:00,N1,S3,조도 센서,450.0,A2
2026-02-27 21:00:00,N1,S4,EC 센서,1.52,A3
2026-02-27 21:00:00,N1,S5,pH 센서,6.2,A4
2026-02-26 21:00:00,N1,S1,온도 센서,21.8,A0
2026-02-26 21:00:00,N1,S2,습도 센서,60.5,A1
2026-02-26 21:00:00,N1,S3,조도 센서,420.0,A2
2026-02-26 21:00:00,N1,S4,EC 센서,1.5,A3
2026-02-26 21:00:00,N1,S5,pH 센서,6.1,A4
2026-02-25 21:00:00,N1,S1,온도 센서,20.5,A0
2026-02-25 21:00:00,N1,S2,습도 센서,58.2,A1
2026-02-25 21:00:00,N1,S3,조도 센서,410.0,A2
2026-02-25 21:00:00,N1,S4,EC 센서,1.48,A3
2026-02-25 21:00:00,N1,S5,pH 센서,6.0,A4
2026-02-24 21:00:00,N1,S1,온도 센서,19.8,A0
2026-02-24 21:00:00,N1,S2,습도 센서,55.0,A1
2026-02-24 21:00:00,N1,S3,조도 센서,390.0,A2
2026-02-24 21:00:00,N1,S4,EC 센서,1.45,A3
2026-02-24 21:00:00,N1,S5,pH 센서,5.9,A4
2026-02-23 21:00:00,N1,S1,온도 센서,19.2,A0
2026-02-22 21:00:00,N1,S1,온도 센서,18.5,A0
2026-02-21 21:00:00,N1,S1,온도 센서,18.0,A0
2026-02-20 21:00:00,N1,S1,온도 센서,17.5,A0
2026-02-19 21:00:00,N1,S1,온도 센서,17.0,A0
2026-02-18 21:00:00,N1,S1,온도 센서,16.5,A0
