timestamp,node_id,device_id,device_name,value,pin
2026-02-27 21:00:00,N1,S1,온도 센서,25.5,A0
2026-02-27 21:00:00,N1,S2,습도 센서,68.5,A1
2026-02-27 21:00:00,N1,S3,조도 센서,550.0,A2
2026-02-27 21:00:00,N1,S4,EC 센서,1.75,A3
2026-02-27 21:00:00,N1,S5,pH 센서,6.5,A4
2026-02-26 21:00:00,N1,S1,온도 센서,24.8,A0
2026-02-26 21:00:00,N1,S2,습도 센서,65.2,A1
2026-02-26 21:00:00,N1,S3,조도 센서,520.0,A2
2026-02-26 21:00:00,N1,S4,EC 센서,1.7,A3
2026-02-26 21:00:00,N1,S5,pH 센서,6.4,A4
2026-02-25 21:00:00,N1,S1,온도 센서,23.5,A0
2026-02-24 21:00:00,N1,S1,온도 센서,22.8,A0
2026-02-23 21:00:00,N1,S1,온도 센서,22.0,A0
2026-02-22 21:00:00,N1,S1,온도 센서,21.5,A0
2026-02-21 21:00:00,N1,S1,온도 센서,21.0,A0
2026-02-20 21:00:00,N1,S1,온도 센서,20.5,A0
2026-02-19 21:00:00,N1,S1,온도 센서,20.0,A0
2026-02-18 21:00:00,N1,S1,온도 센서,19.5,A0
