timestamp,node_id,device_id,device_name,value,pin
2026-02-26 21:39:06,AAA,AAA001,pH 센서,42.47,GPIO0(ADC)
2026-02-26 21:39:06,AAA,AAA002,EC 센서,35.16,GPIO1(ADC)
2026-02-26 21:39:06,AAB,AAB001,pH 센서,57.61,GPIO0(ADC)
2026-02-26 21:39:06,AAC,AAC001,수위 센서,42.67,GPIO0(ADC)
2026-02-26 21:39:06,AAD,AAD001,온도 센서,65.85,GPIO5
2026-02-26 21:39:06,AAE,AAE001,조도(PPFD) 센서,50.17,GPIO0(ADC)
2026-02-26 21:39:06,AAF,AAF001,DO(용존산소) 센서,48.84,GPIO0(ADC)
2026-02-26 21:39:06,AAG,AAG001,습도 센서,57.35,GPIO0(ADC)
2026-02-26 21:39:06,AAH,AAH001,CO2 센서,51.61,GPIO0(ADC)
2026-02-26 21:39:06,AAI,AAI001,수온 센서,37.89,GPIO0(ADC)
2026-02-26 21:39:06,AAJ,AAJ001,양액탱크 레벨 센서,42.91,GPIO0(ADC)
2026-02-26 21:44:07,AAA,AAA001,pH 센서,51.51,GPIO0(ADC)
2026-02-26 21:44:07,AAA,AAA002,EC 센서,50.65,GPIO1(ADC)
2026-02-26 21:44:07,AAB,AAB001,pH 센서,39.6,GPIO0(ADC)
2026-02-26 21:44:07,AAC,AAC001,수위 센서,33.06,GPIO0(ADC)
2026-02-26 21:44:07,AAD,AAD001,온도 센서,43.7,GPIO5
2026-02-26 21:44:07,AAE,AAE001,조도(PPFD) 센서,30.91,GPIO0(ADC)
2026-02-26 21:44:07,AAF,AAF001,DO(용존산소) 센서,50.33,GPIO0(ADC)
2026-02-26 21:44:07,AAG,AAG001,습도 센서,66.74,GPIO0(ADC)
2026-02-26 21:44:07,AAH,AAH001,CO2 센서,63.9,GPIO0(ADC)
2026-02-26 21:44:07,AAI,AAI001,수온 센서,52.94,GPIO0(ADC)
2026-02-26 21:44:07,AAJ,AAJ001,양액탱크 레벨 센서,52.82,GPIO0(ADC)
2026-02-26 21:49:09,AAA,AAA001,pH 센서,24.53,GPIO0(ADC)
2026-02-26 21:49:09,AAA,AAA002,EC 센서,40.17,GPIO1(ADC)
2026-02-26 21:49:09,AAB,AAB001,pH 센서,37.33,GPIO0(ADC)
2026-02-26 21:49:09,AAC,AAC001,수위 센서,53.42,GPIO0(ADC)
2026-02-26 21:49:09,AAD,AAD001,온도 센서,64.95,GPIO5
2026-02-26 21:49:09,AAE,AAE001,조도(PPFD) 센서,52.52,GPIO0(ADC)
2026-02-26 21:49:09,AAF,AAF001,DO(용존산소) 센서,53.31,GPIO0(ADC)
2026-02-26 21:49:09,AAG,AAG001,습도 센서,52.82,GPIO0(ADC)
2026-02-26 21:49:09,AAH,AAH001,CO2 센서,54.89,GPIO0(ADC)
2026-02-26 21:49:09,AAI,AAI001,수온 센서,40.82,GPIO0(ADC)
2026-02-26 21:49:09,AAJ,AAJ001,양액탱크 레벨 센서,41.26,GPIO0(ADC)
2026-02-27 19:11:30,AAA,AAA001,pH 센서,59.04,GPIO0(ADC)
2026-02-27 19:11:30,AAA,AAA002,EC 센서,22.92,GPIO1(ADC)
2026-02-27 19:11:30,AAB,AAB001,pH 센서,56.68,GPIO0(ADC)
2026-02-27 19:11:30,AAC,AAC001,수위 센서,49.75,GPIO0(ADC)
2026-02-27 19:11:30,AAD,AAD001,온도 센서,64.88,GPIO5
2026-02-27 19:11:30,AAE,AAE001,조도(PPFD) 센서,77.76,GPIO0(ADC)
2026-02-27 19:11:30,AAF,AAF001,DO(용존산소) 센서,42.38,GPIO0(ADC)
2026-02-27 19:11:30,AAG,AAG001,습도 센서,61.79,GPIO0(ADC)
2026-02-27 19:11:30,AAH,AAH001,CO2 센서,46.58,GPIO0(ADC)
2026-02-27 19:11:30,AAI,AAI001,수온 센서,51.01,GPIO0(ADC)
2026-02-27 19:11:30,AAJ,AAJ001,양액탱크 레벨 센서,76.69,GPIO0(ADC)
